,統計番号Statistical code,統計番号Statistical code,品名Description,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率Tariff rate,単位Unit,単位Unit,他法令Law
238,62.08,,女子用のシングレットその他これに類する肌着、スリップ、ペティコート、ブリーフ、パンティ、ナイトドレス、パジャマ、ネグリジェ、バスローブ、ドレッシングガウンその他これらに類する製品,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,スリップ及びペティコート,,,,,,,,,,,,,,,,,,,,,,,,,,
240,6208.11,0.0,人造繊維製のもの,9%,,7.4%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
241,6208.19,0.0,その他の紡織用繊維製のもの,9%,,(9%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
242,,,ナイトドレス及びパジャマ,,,,,,,,,,,,,,,,,,,,,,,,,,
243,6208.21,0.0,綿製のもの,9%,,7.4%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
244,6208.22,0.0,人造繊維製のもの,9%,,7.4%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
245,6208.29,0.0,その他の紡織用繊維製のもの,9%,,(9%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
246,,,その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
247,6208.91,,綿製のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,100.0,1 毛皮付きのもの,16%,,10%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
249,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,210.0,(1)シングレットその他これに類する肌着、ブリーフ及びパンティ,9%,,7.4%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
251,,220.0,(2)その他のもの,11.2%,,9.1%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
252,6208.92,,人造繊維製のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,100.0,1 毛皮付きのもの,16%,,10%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
254,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,210.0,(1)シングレットその他これに類する肌着、ブリーフ及びパンティ,9%,,7.4%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
256,,220.0,(2)その他のもの,11.2%,,9.1%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
257,6208.99,,その他の紡織用繊維製のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,100.0,1 毛皮付きのもの,16%,,10%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
259,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,210.0,(1)シングレットその他これに類する肌着、ブリーフ及びパンティ,9%,,(9%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
261,,220.0,(2)その他のもの,11.2%,,10%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
262,62.09,,乳児用の衣類及び衣類附属品,,,,,,,,,,,,,,,,,,,,,,,,,,
263,6209.2,,綿製のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,150.0,1 手袋、ミトン及びミット並びにパンティストッキング、タイツ、ストッキング、ソックスその他の靴下類,7.8%,,6.5%,5.2%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,PR,KG,
265,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,210.0,(1)毛皮付きのもの,16%,,10%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
267,,,(2)その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,221.0,A 附属品,9%,,7.4%,5.92%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
269,,222.0,B その他のもの,11.2%,,9.1%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
270,6209.3,,合成繊維製のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,150.0,1 手袋、ミトン及びミット並びにパンティストッキング、タイツ、ストッキング、ソックスその他の靴下類,7.8%,,6.5%,5.2%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,PR,KG,
272,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,210.0,(1)毛皮付きのもの,16%,,10%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
274,,,(2)その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,221.0,A 附属品,9%,,7.4%,5.92%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
276,,222.0,B その他のもの,11.2%,,9.1%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
277,6209.9,,その他の紡織用繊維製のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,150.0,1 手袋、ミトン及びミット並びにパンティストッキング、タイツ、ストッキング、ソックスその他の靴下類,7.8%,,6.5%,5.2%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,PR,KG,
279,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,210.0,(1)毛皮付きのもの,16%,,10%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
281,,,(2)その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
282,,221.0,A 附属品,9%,,7.4%,5.92%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
283,,,B その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,291.0,(a)羊毛製又は繊獣毛製のもの,9%,,7.4%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
285,,299.0,(b)その他のもの,11.2%,,9.1%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
286,62.1,,衣類（第56.02項、第56.03項、第59.03項、第59.06項又は第59.07項の織物類から製品にしたものに限る。）,,,,,,,,,,,,,,,,,,,,,,,,,,
287,6210.1,,第56.02項又は第56.03項の織物類から成るもの,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,100.0,1 毛皮付きのもの,16%,,10%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
289,,,2 その他のもの,11.2%,,9.1%,,無税,,,,,,,,,,,,,,,,,,,,,
290,,210.0,－ 人造繊維製のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
291,,290.0,－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
292,6210.2,,その他の衣類（第6201.11号から第6201.19号までのものと同一種類のものに限る。）,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,100.0,1 毛皮付きのもの,16%,,10%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
294,,200.0,2 その他のもの,11.2%,,9.1%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
295,6210.3,,その他の衣類（第6202.11号から第6202.19号までのものと同一種類のものに限る。）,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,100.0,1 毛皮付きのもの,16%,,10%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
297,,200.0,2 その他のもの,11.2%,,9.1%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
298,6210.4,,その他の男子用の衣類,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,100.0,1 毛皮付きのもの,16%,,10%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
300,,200.0,2 その他のもの,11.2%,,9.1%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
301,6210.5,,その他の女子用の衣類,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,100.0,1 毛皮付きのもの,16%,,10%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
303,,200.0,2 その他のもの,11.2%,,9.1%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
304,62.11,,トラックスーツ、スキースーツ及び水着並びにその他の衣類,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,,水着,,,,,,,,,,,,,,,,,,,,,,,,,,
306,6211.11,0.0,男子用のもの,11.2%,,9.1%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
307,6211.12,0.0,女子用のもの,11.2%,,9.1%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
308,6211.2,,スキースーツ,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,100.0,1 毛皮付きのもの,16%,,12.8%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
310,,,2 その他のもの,11.2%,,9.1%,,無税,,,,,,,,,,,,,,,,,,,,,
311,,310.0,－ 男子用のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
312,,390.0,－ 女子用のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
313,,,その他の男子用の衣類,,,,,,,,,,,,,,,,,,,,,,,,,,
314,6211.32,,綿製のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,100.0,1 毛皮付きのもの,16%,,10%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
316,,200.0,2 その他のもの,11.2%,,9.1%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
317,6211.33,,人造繊維製のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,100.0,1 毛皮付きのもの,16%,,12.8%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
319,,200.0,2 その他のもの,11.2%,,9.1%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
320,6211.39,,その他の紡織用繊維製のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,100.0,1 毛皮付きのもの,16%,,10%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
322,,200.0,2 その他のもの,11.2%,,羊毛製又は繊獣毛製のもの 9.1% その他のもの 10%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
323,,,その他の女子用の衣類,,,,,,,,,,,,,,,,,,,,,,,,,,
324,6211.42,,綿製のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
325,,100.0,1 毛皮付きのもの,16%,,10%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
326,,200.0,2 その他のもの,11.2%,,9.1%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
327,6211.43,,人造繊維製のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,100.0,1 毛皮付きのもの,16%,,12.8%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,9.3%,無税,,NO,KG,
329,,200.0,2 その他のもの,11.2%,,9.1%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
330,6211.49,,その他の紡織用繊維製のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,100.0,1 毛皮付きのもの,16%,,10%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
332,,,2 その他のもの,11.2%,,,,無税,,,,,,,,,,,,,,,,,,,,,
333,,220.0,－ 羊毛製又は繊獣毛製のもの,,,9.1%,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
334,,,－ その他のもの,,,10%,,,,,,,,,,,,,,,,,,,,,,,
335,,210.0,－－ 絹製のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
336,,290.0,－－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
337,62.12,,ブラジャー、ガードル、コルセット、サスペンダー、ガーターその他これらに類する製品及びこれらの部分品（メリヤス編みであるかないか又はクロセ編みであるかないかを問わない。）,,,,,,,,,,,,,,,,,,,,,,,,,,
338,6212.1,0.0,ブラジャー,無税,,(8.4%),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
339,6212.2,0.0,ガードル及びパンティガードル,無税,,(8.3%),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
340,6212.3,0.0,コースレット,無税,,(8%),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
341,6212.9,0.0,その他のもの,無税,,(8.4%),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,
342,62.13,,ハンカチ,,,,,,,,,,,,,,,,,,,,,,,,,,
343,6213.2,0.0,綿製のもの,6.7%,,(6.7%),5.36%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
344,6213.9,,その他の紡織用繊維製のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,10.0,1 亜麻製又はラミー製のもの,9%,,(9%),7.2%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
346,,,2 その他のもの,6.4%,,,,,,,,,,,,,,,,,,,,,,,,,
347,,91.0,－ 絹（絹のくずを含む。）製のもの,,,(6.4%),5.12%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
348,,99.0,－ その他のもの,,,5.3%,4.24%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
349,62.14,,ショール、スカーフ、マフラー、マンティーラ、ベールその他これらに類する製品,,,,,,,,,,,,,,,,,,,,,,,,,,
350,6214.1,,絹（絹のくずを含む。）製のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,100.0,1 毛皮付きのもの及び貴金属、これを張り若しくはめつきした金属、貴石、半貴石又は真珠を使用したもの,6.6%,,(6.6%),無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
352,,200.0,2 その他のもの,8%,,(8%),無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
353,6214.2,,羊毛製又は繊獣毛製のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,100.0,1 毛皮付きのもの及び貴金属、これを張り若しくはめつきした金属、貴石、半貴石又は真珠を使用したもの,6.6%,,5.4%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
355,,200.0,2 その他のもの,8%,,6.6%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
356,6214.3,,合成繊維製のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,100.0,1 毛皮付きのもの及び貴金属、これを張り若しくはめつきした金属、貴石、半貴石又は真珠を使用したもの,6.6%,,5.4%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
358,,200.0,2 その他のもの,11.2%,,9.1%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
359,6214.4,,再生繊維又は半合成繊維製のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,100.0,1 毛皮付きのもの及び貴金属、これを張り若しくはめつきした金属、貴石、半貴石又は真珠を使用したもの,6.6%,,5.4%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
361,,200.0,2 その他のもの,11.2%,,9.1%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
362,6214.9,,その他の紡織用繊維製のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,100.0,1 毛皮付きのもの及び貴金属、これを張り若しくはめつきした金属、貴石、半貴石又は真珠を使用したもの,6.6%,,5.4%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
364,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,210.0,(1)綿製のもの,11.2%,,9.1%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
366,,290.0,(2)その他のもの,4.4%,,(4.4%)～(6.6%),無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
367,62.15,,ネクタイ,,,,,,,,,,,,,,,,,,,,,,,,,,
368,6215.1,,絹（絹のくずを含む。）製のもの,13.4%,,(13.4%),,無税,,,,,,,,,,,,,,,,,,,,,
369,,10.0,－ 表地が絹のみから成るもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
370,,90.0,－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,NO,KG,
