,統計番号Statistical code,統計番号Statistical code,品名Description,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),単位Unit,単位Unit,関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA)
304,,100.0,1 毛皮付きのもの,16%,,10%,,無税,,,,,,,,,,,,,,NO,KG,,
305,,200.0,2 その他のもの,11.2%,,9.1%,,無税,,,,,,,,,,,,,,NO,KG,,
306,62.11,,トラックスーツ、スキースーツ及び水着並びにその他の衣類,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,,
307,,,水着,,,,,,,,,,,,,,,,,,,,,,
308,6211.11,0.0,男子用のもの,11.2%,,9.1%,,無税,,,,,,,,,,,,,,NO,KG,,
309,6211.12,0.0,女子用のもの,11.2%,,9.1%,,無税,,,,,,,,,,,,,,NO,KG,,
310,6211.2,,スキースーツ,,,,,,,,,,,,,,,,,,,,,,
311,,,1 毛皮付きのもの,16%,,12.8%,,無税,,,,,,,,,,,,,,,,,
312,,110.0,－ 男子用のもの,,,,,,,,,,,,,,,,,,,NO,KG,,
313,,190.0,－ 女子用のもの,,,,,,,,,,,,,,,,,,,NO,KG,,
314,,,2 その他のもの,11.2%,,9.1%,,無税,,,,,,,,,,,,,,,,,
315,,310.0,－ 男子用のもの,,,,,,,,,,,,,,,,,,,NO,KG,,
316,,390.0,－ 女子用のもの,,,,,,,,,,,,,,,,,,,NO,KG,,
317,,,その他の男子用の衣類,,,,,,,,,,,,,,,,,,,,,,
318,6211.32,,綿製のもの,,,,,,,,,,,,,,,,,,,,,,
319,,100.0,1 毛皮付きのもの,16%,,10%,,無税,,,,,,,,,,,,,,NO,KG,,
320,,200.0,2 その他のもの,11.2%,,9.1%,,無税,,,,,,,,,,,,,,NO,KG,,
321,6211.33,,人造繊維製のもの,,,,,,,,,,,,,,,,,,,,,,
322,,100.0,1 毛皮付きのもの,16%,,12.8%,,無税,,,,,,,,,,,,,,NO,KG,,
323,,200.0,2 その他のもの,11.2%,,9.1%,,無税,,,,,,,,,,,,,,NO,KG,,
324,6211.39,,その他の紡織用繊維製のもの,,,,,,,,,,,,,,,,,,,,,,
325,,100.0,1 毛皮付きのもの,16%,,10%,,無税,,,,,,,,,,,,,,NO,KG,,
326,,200.0,2 その他のもの,11.2%,,羊毛製又は繊獣毛製のもの 9.1% その他のもの 10%,,無税,,,,,,,,,,,,,,NO,KG,,
327,,,その他の女子用の衣類,,,,,,,,,,,,,,,,,,,,,,
328,6211.42,,綿製のもの,,,,,,,,,,,,,,,,,,,,,,
329,,100.0,1 毛皮付きのもの,16%,,10%,,無税,,,,,,,,,,,,,,NO,KG,,
330,,200.0,2 その他のもの,11.2%,,9.1%,,無税,,,,,,,,,,,,,,NO,KG,,
331,6211.43,,人造繊維製のもの,,,,,,,,,,,,,,,,,,,,,,
332,,100.0,1 毛皮付きのもの,16%,,12.8%,,無税,,,,,,,,,,,,,,NO,KG,,
333,,200.0,2 その他のもの,11.2%,,9.1%,,無税,,,,,,,,,,,,,,NO,KG,,
334,6211.49,,その他の紡織用繊維製のもの,,,,,,,,,,,,,,,,,,,,,,
335,,100.0,1 毛皮付きのもの,16%,,10%,,無税,,,,,,,,,,,,,,NO,KG,,
336,,,2 その他のもの,11.2%,,,,無税,,,,,,,,,,,,,,,,,
337,,220.0,－ 羊毛製又は繊獣毛製のもの,,,9.1%,,,,,,,,,,,,,,,,NO,KG,,
338,,,－ その他のもの,,,10%,,,,,,,,,,,,,,,,,,,
339,,210.0,－－ 絹製のもの,,,,,,,,,,,,,,,,,,,NO,KG,,
340,,290.0,－－ その他のもの,,,,,,,,,,,,,,,,,,,NO,KG,,
341,62.12,,ブラジャー、ガードル、コルセット、サスペンダー、ガーターその他これらに類する製品及びこれらの部分品（メリヤス編みであるかないか又はクロセ編みであるかないかを問わない。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,,
342,6212.1,0.0,ブラジャー,無税,,(8.4%),,,,,,,,,,,,,,,,NO,KG,,
343,6212.2,0.0,ガードル及びパンティガードル,無税,,(8.3%),,,,,,,,,,,,,,,,NO,KG,,
344,6212.3,0.0,コースレット,無税,,(8%),,,,,,,,,,,,,,,,NO,KG,,
345,6212.9,0.0,その他のもの,無税,,(8.4%),,,,,,,,,,,,,,,,,KG,,
346,62.13,,ハンカチ,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,,
347,6213.2,0.0,綿製のもの,6.7%,,(6.7%),5.36%,無税,,,,,,,,,,,,,,NO,KG,,
348,6213.9,,その他の紡織用繊維製のもの,,,,,,,,,,,,,,,,,,,,,,
349,,10.0,1 亜麻製又はラミー製のもの,9%,,(9%),7.2%,無税,,,,,,,,,,,,,,NO,KG,,
350,,,2 その他のもの,6.4%,,,,,,,,,,,,,,,,,,,,,
351,,91.0,－ 絹（絹のくずを含む。）製のもの,,,(6.4%),5.12%,無税,,,,,,,,,,,,,,NO,KG,,
352,,99.0,－ その他のもの,,,5.3%,4.24%,無税,,,,,,,,,,,,,,NO,KG,,
353,62.14,,ショール、スカーフ、マフラー、マンティーラ、ベールその他これらに類する製品,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,,
354,6214.1,,絹（絹のくずを含む。）製のもの,,,,,,,,,,,,,,,,,,,,,,
355,,100.0,1 毛皮付きのもの及び貴金属、これを張り若しくはめつきした金属、貴石、半貴石又は真珠を使用したもの,6.6%,,(6.6%),無税,,,,,,,,,,,,,,,NO,KG,,
356,,,2 その他のもの,8%,,,,,,,,,,,,,,,,,,,,,
357,,210.0,－ ししゆうしたもの、レース製のもの及びレースを使用したもの,,,(8%),無税,,,,,,,,,,,,,,,NO,KG,,
358,,290.0,－ その他のもの,,,(8%),無税,,,,,,,,,,,,,,,NO,KG,,
359,6214.2,,羊毛製又は繊獣毛製のもの,,,,,,,,,,,,,,,,,,,,,,
360,,100.0,1 毛皮付きのもの及び貴金属、これを張り若しくはめつきした金属、貴石、半貴石又は真珠を使用したもの,6.6%,,5.4%,無税,,,,,,,,,,,,,,,NO,KG,,
361,,200.0,2 その他のもの,8%,,6.6%,無税,,,,,,,,,,,,,,,NO,KG,,
362,6214.3,,合成繊維製のもの,,,,,,,,,,,,,,,,,,,,,,
363,,100.0,1 毛皮付きのもの及び貴金属、これを張り若しくはめつきした金属、貴石、半貴石又は真珠を使用したもの,6.6%,,5.4%,無税,,,,,,,,,,,,,,,NO,KG,,
364,,200.0,2 その他のもの,11.2%,,9.1%,無税,,,,,,,,,,,,,,,NO,KG,,
365,6214.4,,再生繊維又は半合成繊維製のもの,,,,,,,,,,,,,,,,,,,,,,
366,,100.0,1 毛皮付きのもの及び貴金属、これを張り若しくはめつきした金属、貴石、半貴石又は真珠を使用したもの,6.6%,,5.4%,無税,,,,,,,,,,,,,,,NO,KG,,
367,,200.0,2 その他のもの,11.2%,,9.1%,無税,,,,,,,,,,,,,,,NO,KG,,
368,6214.9,,その他の紡織用繊維製のもの,,,,,,,,,,,,,,,,,,,,,,
369,,100.0,1 毛皮付きのもの及び貴金属、これを張り若しくはめつきした金属、貴石、半貴石又は真珠を使用したもの,6.6%,,5.4%,無税,,,,,,,,,,,,,,,NO,KG,,
370,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,
371,,210.0,(1)綿製のもの,11.2%,,9.1%,無税,,,,,,,,,,,,,,,NO,KG,,
372,,,(2)その他のもの,,,,,,,,,,,,,,,,,,,,,,
373,,221.0,A ししゆうしたもの、レース製のもの及びレースを使用したもの,8%,,6.6%,無税,,,,,,,,,,,,,,,NO,KG,,
374,,222.0,B その他のもの,5.3%,,4.4%,無税,,,,,,,,,,,,,,,NO,KG,,
375,62.15,,ネクタイ,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,,
376,6215.1,,絹（絹のくずを含む。）製のもの,13.4%,,(13.4%),,無税,,,,,,,,,,,,,,,,,
377,,10.0,－ 表地が絹のみから成るもの,,,,,,,,,,,,,,,,,,,NO,KG,,
378,,90.0,－ その他のもの,,,,,,,,,,,,,,,,,,,NO,KG,,
379,6215.2,0.0,人造繊維製のもの,13.4%,,8.4%,無税,,,,,,,,,,,,,,,NO,KG,,
380,6215.9,0.0,その他の紡織用繊維製のもの,13.4%,,8.4%,無税,,,,,,,,,,,,,,,NO,KG,,
381,62.16,,,,,,,,,,,,,,,,,,,,,,,,
382,6216.0,500.0,手袋、ミトン及びミット,7.8%,,6.5%,5.2%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,PR,KG,,
383,62.17,,その他の衣類附属品（製品にしたものに限る。）及び衣類又は衣類附属品の部分品（第62.12項のものを除く。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,,
384,6217.1,,附属品,9%,,(9%),7.2%,無税,,,,,,,,,,,,,,,,,
385,,,－ ベルト,,,,,,,,,,,,,,,,,,,,,,
386,,11.0,－－ 絹製の帯（幅30センチメートル以上、長さ4メートル以上のもの）,,,,,,,,,,,,,,,,,,,NO,KG,,
387,,19.0,－－ その他のもの,,,,,,,,,,,,,,,,,,,NO,KG,,
388,,90.0,－ その他のもの,,,,,,,,,,,,,,,,,,,NO,KG,,
389,6217.9,0.0,部分品,9%,,(9%),7.2%,無税,,,,,,,,,,,,,,,KG,,
0,,,第1節 紡織用繊維のその他の製品,,,,,,,,,,,,,,,,,,,,,,
1,63.01,,毛布及びひざ掛け,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,,
2,6301.1,0.0,電気毛布,6.4%,,5.3%,無税,,,,,,,,,,,,,,,NO,KG,,
3,6301.2,,ひざ掛け及び毛布（電気毛布を除く。）（羊毛製又は繊獣毛製のものに限る。）,6.4%,,5.3%,4.24%,無税,,,,,,,,,,,,,,,,,
4,,10.0,－ 毛布（起毛したものに限る。）,,,,,,,,,,,,,,,,,,,NO,KG,,
5,,90.0,－ その他のもの,,,,,,,,,,,,,,,,,,,NO,KG,,
6,6301.3,,ひざ掛け及び毛布（電気毛布を除く。）（綿製のものに限る。）,9%,,(9%),7.2%,無税,,,,,,,,,,,,,,,,,
7,,10.0,－ 毛布（起毛したものに限る。）,,,,,,,,,,,,,,,,,,,NO,KG,,
8,,91.0,－ テリータオル地その他のテリー織物のもの,,,,,,,,,,,,,,,,,,,NO,KG,,
9,,99.0,－ その他のもの,,,,,,,,,,,,,,,,,,,NO,KG,,
10,6301.4,,ひざ掛け及び毛布（電気毛布を除く。）（合成繊維製のものに限る。）,6.4%,,5.3%,4.24%,無税,,,,,,,,,,,,,,,,,
11,,10.0,－ 毛布（起毛したものに限る。）,,,,,,,,,,,,,,,,,,,NO,KG,,
12,,90.0,－ その他のもの,,,,,,,,,,,,,,,,,,,NO,KG,,
13,6301.9,0.0,その他の毛布及びひざ掛け,6.4%,,5.3%,4.24%,無税,,,,,,,,,,,,,,NO,KG,,
14,63.02,,ベッドリネン、テーブルリネン、トイレットリネン及びキッチンリネン,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,,
15,6302.1,,ベッドリネン（メリヤス編み又はクロセ編みのものに限る。）,,,,,,,,,,,,,,,,,,,,,,
16,,10.0,1 ししゆうしたもの、レースを使用したもの及び模様編みの組織を有するもの,16.8%,,10.9%,,無税,,,,,,,,,,,,,,DZ,KG,,
17,,90.0,2 その他のもの,11.2%,,9.1%,,無税,,,,,,,,,,,,,,DZ,KG,,
18,,,その他のベッドリネン（なせんしたものに限る。）,,,,,,,,,,,,,,,,,,,,,,
19,6302.21,0.0,綿製のもの,4.5%,,(4.5%),3.6%,無税,,,,,,,,,,,,,,DZ,KG,,
20,6302.22,,人造繊維製のもの,6.4%,,5.3%,,,,,,,,,,,,,,,,,,,
21,,10.0,－ 不織布製のもの,,,,無税,,,,,,,,,,,,,,,DZ,KG,,
22,,90.0,－ その他のもの,,,,4.24%,無税,,,,,,,,,,,,,,DZ,KG,,
23,6302.29,,その他の紡織用繊維製のもの,,,,,,,,,,,,,,,,,,,,,,
24,,10.0,1 亜麻製又はラミー製のもの,9.6%,,7.9%,6.32%,無税,,,,,,,,,,,,,,DZ,KG,,
25,,20.0,2 その他のもの,6.4%,,5.3%,4.24%,無税,,,,,,,,,,,,,,DZ,KG,,
26,,,その他のベッドリネン,,,,,,,,,,,,,,,,,,,,,,
27,6302.31,0.0,綿製のもの,4.5%,,(4.5%),3.6%,無税,,,,,,,,,,,,,,DZ,KG,,
28,6302.32,,人造繊維製のもの,6.4%,,5.3%,,,,,,,,,,,,,,,,,,,
29,,10.0,－ 不織布製のもの,,,,無税,,,,,,,,,,,,,,,DZ,KG,,
30,,90.0,－ その他のもの,,,,4.24%,無税,,,,,,,,,,,,,,DZ,KG,,
31,6302.39,,その他の紡織用繊維製のもの,,,,,,,,,,,,,,,,,,,,,,
32,,10.0,1 亜麻製又はラミー製のもの,9.6%,,7.9%,6.32%,無税,,,,,,,,,,,,,,DZ,KG,,
33,,20.0,2 その他のもの,6.4%,,5.3%,4.24%,無税,,,,,,,,,,,,,,DZ,KG,,
34,6302.4,,テーブルリネン（メリヤス編み又はクロセ編みのものに限る。）,,,,,,,,,,,,,,,,,,,,,,
35,,10.0,1 ししゆうしたもの、レースを使用したもの及び模様編みの組織を有するもの,16.8%,,10.9%,,無税,,,,,,,,,,,,,,DZ,KG,,
36,,90.0,2 その他のもの,11.2%,,9.1%,,無税,,,,,,,,,,,,,,DZ,KG,,
37,,,その他のテーブルリネン,,,,,,,,,,,,,,,,,,,,,,
38,6302.51,0.0,綿製のもの,9%,,7.4%,5.92%,無税,,,,,,,,,,,,,,DZ,KG,,
39,6302.53,,人造繊維製のもの,6.4%,,,,,,,,,,,,,,,,,,,,,
40,,,－ ししゆうしたもの、レース製のもの及びレースを使用したもの,,,(6.4%),,,,,,,,,,,,,,,,,,,
41,,11.0,－－ 不織布製のもの,,,,無税,,,,,,,,,,,,,,,DZ,KG,,
42,,19.0,－－ その他のもの,,,,5.12%,無税,,,,,,,,,,,,,,DZ,KG,,
43,,,－ その他のもの,,,5.3%,,,,,,,,,,,,,,,,,,,
44,,91.0,－－ 不織布製のもの,,,,無税,,,,,,,,,,,,,,,DZ,KG,,
45,,99.0,－－ その他のもの,,,,4.24%,無税,,,,,,,,,,,,,,DZ,KG,,
46,6302.59,,その他の紡織用繊維製のもの,,,,,,,,,,,,,,,,,,,,,,
47,,30.0,1 亜麻製又はラミー製のもの,9.6%,,7.9%,6.32%,無税,,,,,,,,,,,,,,DZ,KG,,
48,,,2 その他のもの,6.4%,,,,,,,,,,,,,,,,,,,,,
49,,21.0,－ ししゆうしたもの、レース製のもの及びレースを使用したもの,,,(6.4%),5.12%,無税,,,,,,,,,,,,,,DZ,KG,,
50,,29.0,－ その他のもの,,,5.3%,4.24%,無税,,,,,,,,,,,,,,DZ,KG,,
51,6302.6,0.0,トイレットリネン及びキッチンリネン（テリータオル地その他のテリー織物で綿製のものに限る。）,9%,,7.4%,5.92%,無税,,,,,,,,,,,,,,DZ,KG,,
52,,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
53,6302.91,0.0,綿製のもの,9%,,7.4%,5.92%,無税,,,,,,,,,,,,,,DZ,KG,,
54,6302.93,,人造繊維製のもの,6.4%,,5.3%,,,,,,,,,,,,,,,,,,,
55,,10.0,－ 不織布製のもの,,,,無税,,,,,,,,,,,,,,,DZ,KG,,
56,,90.0,－ その他のもの,,,,4.24%,無税,,,,,,,,,,,,,,DZ,KG,,
57,6302.99,,その他の紡織用繊維製のもの,,,,,,,,,,,,,,,,,,,,,,
58,,100.0,1 亜麻製のもの,9.6%,,7.9%,6.32%,無税,,,,,,,,,,,,,,DZ,KG,,
59,,900.0,2 その他のもの,6.4%,,5.3%,4.24%,無税,,,,,,,,,,,,,,DZ,KG,,
60,63.03,,カーテン（ドレープを含む。）、室内用ブラインド、カーテンバランス及びベッドバランス,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,,
61,,,メリヤス編み又はクロセ編みのもの,,,,,,,,,,,,,,,,,,,,,,
62,6303.12,,合成繊維製のもの,,,,,,,,,,,,,,,,,,,,,,
63,,10.0,1 ししゆうしたもの、レースを使用したもの及び模様編みの組織を有するもの,16.8%,,10.9%,,無税,,,,,,,,,,,,,,DZ,KG,,
64,,90.0,2 その他のもの,11.2%,,9.1%,,無税,,,,,,,,,,,,,,DZ,KG,,
65,6303.19,,その他の紡織用繊維製のもの,,,,,,,,,,,,,,,,,,,,,,
66,,10.0,1 ししゆうしたもの、レースを使用したもの及び模様編みの組織を有するもの,16.8%,,10.9%,,無税,,,,,,,,,,,,,,DZ,KG,,
67,,90.0,2 その他のもの,11.2%,,9.1%,,無税,,,,,,,,,,,,,,DZ,KG,,
68,,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
69,6303.91,0.0,綿製のもの,9%,,7.4%,5.92%,無税,,,,,,,,,,,,,,DZ,KG,,
70,6303.92,,合成繊維製のもの,6.4%,,5.3%,,,,,,,,,,,,,,,,,,,
71,,10.0,－ 不織布製のもの,,,,無税,,,,,,,,,,,,,,,DZ,KG,,
72,,90.0,－ その他のもの,,,,4.24%,無税,,,,,,,,,,,,,,DZ,KG,,
73,6303.99,,その他の紡織用繊維製のもの,,,,,,,,,,,,,,,,,,,,,,
74,,10.0,1 亜麻製又はラミー製のもの,9.6%,,7.9%,6.32%,無税,,,,,,,,,,,,,,DZ,KG,,
75,,,2 その他のもの,6.4%,,,,,,,,,,,,,,,,,,,,,
76,,21.0,－ ししゆうしたもの、レース製のもの及びレースを使用したもの,,,(6.4%),5.12%,無税,,,,,,,,,,,,,,DZ,KG,,
77,,29.0,－ その他のもの,,,5.3%,4.24%,無税,,,,,,,,,,,,,,DZ,KG,,
78,63.04,,その他の室内用品（第94.04項のものを除く。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,,
79,,,ベッドスプレッド,,,,,,,,,,,,,,,,,,,,,,
80,6304.11,,メリヤス編み又はクロセ編みのもの,,,,,,,,,,,,,,,,,,,,,,
81,,10.0,1 ししゆうしたもの、レースを使用したもの及び模様編みの組織を有するもの,16.8%,,10.9%,,無税,,,,,,,,,,,,,,DZ,KG,,
82,,90.0,2 その他のもの,11.2%,,9.1%,,無税,,,,,,,,,,,,,,DZ,KG,,
83,6304.19,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
84,,10.0,1 綿製のもの,9%,,7.4%,5.92%,無税,,,,,,,,,,,,,,DZ,KG,,
85,,20.0,2 亜麻製又はラミー製のもの,9.6%,,7.9%,6.32%,無税,,,,,,,,,,,,,,DZ,KG,,
86,,,3 その他のもの,6.4%,,,,,,,,,,,,,,,,,,,,,
87,,31.0,－ ししゆうしたもの、レース製のもの及びレースを使用したもの,,,(6.4%),5.12%,無税,,,,,,,,,,,,,,DZ,KG,,
88,,39.0,－ その他のもの,,,5.3%,4.24%,無税,,,,,,,,,,,,,,DZ,KG,,
89,,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
90,6304.91,,メリヤス編み又はクロセ編みのもの,,,,,,,,,,,,,,,,,,,,,,
91,,10.0,1 ししゆうしたもの、レースを使用したもの及び模様編みの組織を有するもの,16.8%,,10.9%,,無税,,,,,,,,,,,,,,DZ,KG,,
92,,90.0,2 その他のもの,11.2%,,9.1%,,無税,,,,,,,,,,,,,,DZ,KG,,
93,6304.92,0.0,綿製のもの（メリヤス編み又はクロセ編みのものを除く。）,9%,,7.4%,5.92%,無税,,,,,,,,,,,,,,DZ,KG,,
94,6304.93,,合成繊維製のもの（メリヤス編み又はクロセ編みのものを除く。）,6.4%,,5.3%,,,,,,,,,,,,,,,,,,,
95,,10.0,－ 不織布製のもの,,,,無税,,,,,,,,,,,,,,,DZ,KG,,
96,,90.0,－ その他のもの,,,,4.24%,無税,,,,,,,,,,,,,,DZ,KG,,
97,6304.99,,その他の紡織用繊維製のもの（メリヤス編み又はクロセ編みのものを除く。）,,,,,,,,,,,,,,,,,,,,,,
98,,10.0,1 亜麻製又はラミー製のもの,9.6%,,7.9%,6.32%,無税,,,,,,,,,,,,,,DZ,KG,,
99,,,2 その他のもの,6.4%,,,,,,,,,,,,,,,,,,,,,
100,,21.0,－ ししゆうしたもの、レース製のもの及びレースを使用したもの,,,(6.4%),5.12%,無税,,,,,,,,,,,,,,DZ,KG,,
101,,29.0,－ その他のもの,,,5.3%,4.24%,無税,,,,,,,,,,,,,,DZ,KG,,
102,63.05,,包装に使用する種類の袋,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,,
103,6305.1,,第53.03項のジュートその他の紡織用靱皮繊維製のもの,無税,,,,,,,,,,,,,,,,,,,,,
104,,100.0,－ 使用したもの,,,(無税),,,,,,,,,,,,,,,,NO,KG,,
105,,200.0,－ その他のもの,,,(無税),,,,,,,,,,,,,,,,NO,KG,,
106,6305.2,0.0,綿製のもの,4.8%,,4%,無税,,,,,,,,,,,,,,,NO,KG,,
107,,,人造繊維材料製のもの,,,,,,,,,,,,,,,,,,,,,,
108,6305.32,0.0,フレキシブルコンテナ,3.9%,,3.3%,無税,,,,,,,,,,,,,,,NO,KG,,
109,6305.33,,その他のもの（ポリエチレン又はポリプロピレンのストリップ又はこれに類するものから製造したものに限る。）,3.9%,,3.3%,無税,,,,,,,,,,,,,,,,,,
110,,10.0,－ ポリエチレン製のもの（重量が1平方メートルにつき100グラム以下の織物類から製造したものに限る。）,,,,,,,,,,,,,,,,,,,NO,KG,,
111,,90.0,－ その他のもの,,,,,,,,,,,,,,,,,,,NO,KG,,
112,6305.39,0.0,その他のもの,6.4%,,5.3%,無税,,,,,,,,,,,,,,,NO,KG,,
113,6305.9,0.0,その他の紡織用繊維製のもの,3.9%,,3.3%,無税,,,,,,,,,,,,,,,NO,KG,,
114,63.06,,ターポリン及び日よけ、テント、帆（ボート用、セールボード用又はランドクラフト用のものに限る。）並びにキャンプ用品,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,,
115,,,ターポリン及び日よけ,,,,,,,,,,,,,,,,,,,,,,
116,6306.12,0.0,合成繊維製のもの,4.8%,,4%,無税,,,,,,,,,,,,,,,,KG,,
117,6306.19,,その他の紡織用繊維製のもの,,,,,,,,,,,,,,,,,,,,,,
118,,100.0,1 綿製のもの,6.7%,,5.6%,無税,,,,,,,,,,,,,,,,KG,,
119,,900.0,2 その他のもの,4.8%,,4%,無税,,,,,,,,,,,,,,,,KG,,
120,,,テント,,,,,,,,,,,,,,,,,,,,,,
121,6306.22,0.0,合成繊維製のもの,4.8%,,4%,無税,,,,,,,,,,,,,,,,KG,,
122,6306.29,,その他の紡織用繊維製のもの,,,,,,,,,,,,,,,,,,,,,,
123,,100.0,1 綿製のもの,6.7%,,5.6%,無税,,,,,,,,,,,,,,,,KG,,
124,,900.0,2 その他のもの,4.8%,,4%,無税,,,,,,,,,,,,,,,,KG,,
125,6306.3,0.0,帆,4.8%,,4%,無税,,,,,,,,,,,,,,,,KG,,
126,6306.4,,空気マットレス,,,,,,,,,,,,,,,,,,,,,,
127,,100.0,1 綿製のもの,6.7%,,5.6%,無税,,,,,,,,,,,,,,,,KG,,
128,,900.0,2 その他の紡織用繊維製のもの,4.8%,,4%,無税,,,,,,,,,,,,,,,,KG,,
129,6306.9,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
130,,100.0,1 綿製のもの,6.7%,,5.6%,無税,,,,,,,,,,,,,,,,KG,,
131,,900.0,2 その他の紡織用繊維製のもの,4.8%,,4%,無税,,,,,,,,,,,,,,,,KG,,
132,63.07,,その他のもの（ドレスパターンを含むものとし、製品にしたものに限る。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,,
133,6307.1,,床掃除用の布、皿洗い用の布、ぞうきんその他これらに類する清掃用の布,,,,,,,,,,,,,,,,,,,,,,
134,,10.0,1 綿製のもの,7.8%,,6.5%,無税,,,,,,,,,,,,,,,,KG,,
135,,20.0,2 その他のもの,5.6%,,4.7%,無税,,,,,,,,,,,,,,,,KG,,
136,6307.2,,救命胴衣及び救命帯,,,,,,,,,,,,,,,,,,,,,,
137,,10.0,1 綿製のもの,7.8%,,6.5%,無税,,,,,,,,,,,,,,,,KG,,
138,,20.0,2 その他のもの,5.6%,,4.7%,無税,,,,,,,,,,,,,,,,KG,,
139,6307.9,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
140,,10.0,1 綿製のもの,7.8%,,6.5%,無税,,,,,,,,,,,,,,,,KG,,
141,,,2 その他のもの,5.6%,,4.7%,,,,,,,,,,,,,,,,,,,
142,,21.0,－ 絹製のもの（長方形（正方形を含む。）以外の形状に単に裁断したものに限る。）,,,,2.82%,無税,,,,,,,,,,,,,,NO,KG,,
143,,29.0,－ その他のもの,,,,無税,,,,,,,,,,,,,,,,KG,,
144,,,第2節 セット,,,,,,,,,,,,,,,,,,,,,,
145,63.08,,,,,,,,,,,,,,,,,,,,,,,,
146,6308.0,0.0,織物と糸から成るセット（附属品を有するか有しないかを問わないものとし、ラグ、つづれ織物、ししゆうを施したテーブルクロス又はナプキンその他これらに類する紡織用繊維製品を作るためのもので、小売用の包装をしたものに限る。）,4.4%,,3.7%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,DZ,KG,,
147,,,第3節 中古の衣類、紡織用繊維の中古の物品及びぼろ,,,,,,,,,,,,,,,,,,,,,,
148,63.09,,,,,,,,,,,,,,,,,,,,,,,,
149,6309.0,0.0,中古の衣類その他の物品,7%,,5.8%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG,,
150,63.1,,ぼろ及びくず（ひも、綱若しくはケーブル又はこれらの製品のものに限る。）（紡織用繊維のものに限る。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,,
151,6310.1,0.0,選別したもの,無税,,(無税),,,,,,,,,,,,,,,,,KG,,
152,6310.9,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,,,,KG,,
0,64.01,,防水性の履物（本底及び甲がゴム製又はプラスチック製のものに限るものとし、縫合、リベット締め、くぎ打ち、ねじ締め、プラグ止めその他これらに類する方法により甲を底に固定し又は組み立てたものを除く。）,,,,,,,,,,,,,,,,,,,,,,
1,6401.1,,履物（保護用の金属製トーキャップを有するものに限る。）,,,,,,,,,,,,,,,,,,,,,,
2,,10.0,1 スキー靴,27%,,(27%),,,,,,,,,,27%,,,,,,PR,KG,,
3,,90.0,2 その他のもの,20%,,6.7%,,,,無税,無税,0.8%,0.8%,1.7%,,5.8%,3.0%,5.9%,5.9%,,4.2%,PR,KG,,
4,,,その他の履物,,,,,,,,,,,,,,,,,,,,,,
5,6401.92,,くるぶしを覆うもの（ひざを覆うものを除く。）,,,,,,,,,,,,,,,,,,,,,,
