,統計番号Statistical code,統計番号Statistical code,品名Description,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),単位Unit,単位Unit
8,,20.0,－ 課税価格が1キログラムにつき242円を超え250円以下のもの,,(250円－課税価格)/kg,4.30円/kg,2.58円/kg又は((250円－課税価格)×0.6)/kgのうちいずれか低い税率,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,0.78円/kg又は((250円-課税価格)×0.4×5/11)/kgのうちいずれか低い税率,1.95円/kg又は((250円-課税価格)×5/11)/kgのうちいずれか低い税率,3.13円/kg又は((250円-課税価格)×8/11)/kgのうちいずれか低い税率,3.91円/kg又は((250円-課税価格)×10/11)/kgのうちいずれか低い税率,,KG
9,,30.0,－ 課税価格が1キログラムにつき250円を超えるもの,,無税,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
10,7901.2,,亜鉛合金,,,,,,,,,,,,,,,,,,,,,,
11,,10.0,1 アルミニウムの含有量が全重量の3％を超えるもの,6.24円/kg,,4.30円/kg,2.58円/kg,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,0.78円/kg,無税,無税,3.91円/kg,,KG
12,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,
13,,21.0,(1)亜鉛の含有量が全重量の95％以上のもの,5.76円/kg,,4.20円/kg,2.52円/kg,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,0.76円/kg,無税,無税,3.82円/kg,,KG
14,,29.0,(2)その他のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
15,79.02,,,,,,,,,,,,,,,,,,,,,,,,
16,7902.0,0.0,亜鉛のくず,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
17,79.03,,亜鉛のダスト、粉及びフレーク,,,,,,,,,,,,,,,,,,,,,,
18,7903.1,0.0,亜鉛のダスト,4.6%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
19,7903.9,0.0,その他のもの,4.6%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
20,79.04,,,,,,,,,,,,,,,,,,,,,,,,
21,7904.0,0.0,亜鉛の棒、形材及び線,3.8%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
22,79.05,,,,,,,,,,,,,,,,,,,,,,,,
23,7905.0,0.0,亜鉛の板、シート、ストリップ及びはく,5.8%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
24,79.07,,,,,,,,,,,,,,,,,,,,,,,,
25,7907.0,,その他の亜鉛製品,,,,,,,,,,,,,,,,,,,,,,
26,,100.0,1 亜鉛製の管及び管用継手（例えば、カップリング、エルボー及びスリーブ）,3.8%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
27,,900.0,2 その他のもの,4.6%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
0,80.01,,すずの塊,,,,,,,,,,,,,,,,,,,,,,
1,8001.1,0.0,すず（合金を除く。）,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
2,8001.2,0.0,すず合金,2.6%,,2.1%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
3,80.02,,,,,,,,,,,,,,,,,,,,,,,,
4,8002.0,0.0,すずのくず,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
5,80.03,,,,,,,,,,,,,,,,,,,,,,,,
6,8003.0,0.0,すずの棒、形材及び線,3%,,2.5%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
7,80.07,,,,,,,,,,,,,,,,,,,,,,,,
8,8007.0,,その他のすず製品,,,,,,,,,,,,,,,,,,,,,,
9,,100.0,1 すずの板、シート及びストリップ（厚さが0.2ミリメートルを超えるものに限る。）,3%,,2.5%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
10,,200.0,2 すずのはく（厚さ（補強材の厚さを除く。）が0.2ミリメートル以下のものに限るものとし、印刷してあるかないか又は紙、板紙、プラスチックその他これらに類する補強材により裏張りしてあるかないかを問わない。）、粉及びフレーク,3.9%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
11,,300.0,3 すず製の管及び管用継手（例えば、カップリング、エルボー及びスリーブ）,3.9%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
12,,900.0,4 その他のもの,4.6%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
0,81.01,,タングステン及びその製品（くずを含む。）,,,,,,,,,,,,,,,,,,,,,,
1,8101.1,0.0,粉,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
2,,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
3,8101.94,0.0,タングステンの塊（単に焼結して得た棒を含む。）,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
4,8101.96,0.0,線,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
5,8101.97,0.0,くず,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
6,8101.99,,その他のもの,無税,,(無税),,,,,,,,,,,,,,,,,,,
7,,10.0,－ 棒（単に焼結して得た棒を除く。）、形材、板、シート、ストリップ及びはく,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
8,,90.0,－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
9,81.02,,モリブデン及びその製品（くずを含む。）,,,,,,,,,,,,,,,,,,,,,,
10,8102.1,0.0,粉,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
11,,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
12,8102.94,0.0,モリブデンの塊（単に焼結して得た棒を含む。）,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
13,8102.95,0.0,棒（単に焼結して得た棒を除く。）、形材、板、シート、ストリップ及びはく,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
14,8102.96,0.0,線,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
15,8102.97,0.0,くず,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
16,8102.99,0.0,その他のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
17,81.03,,タンタル及びその製品（くずを含む。）,,,,,,,,,,,,,,,,,,,,,,
18,8103.2,0.0,タンタルの塊（単に焼結して得た棒を含む。）及び粉,4.6%,,3%,1.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
19,8103.3,0.0,くず,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
20,8103.9,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
21,,10.0,1 フレーク,4.6%,,3%,1.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
22,,20.0,2 その他のもの,5.8%,,3%,1.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
23,81.04,,マグネシウム及びその製品（くずを含む。）,,,,,,,,,,,,,,,,,,,,,,
24,,,マグネシウムの塊,,,,,,,,,,,,,,,,,,,,,,
25,8104.11,,マグネシウムの含有量が全重量の99.8％以上のもの,無税,,,,,,,,,,,,,,,,,,,,,
26,,30.0,－ 課税価格が1キログラムにつき670円以下のもの,,,(3%),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
27,,90.0,－ 課税価格が1キログラムにつき670円を超えるもの,,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
28,8104.19,,その他のもの,無税,,,,,,,,,,,,,,,,,,,,,
29,,30.0,－ 課税価格が1キログラムにつき670円以下のもの,,,(3%),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
30,,90.0,－ 課税価格が1キログラムにつき670円を超えるもの,,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
31,8104.2,0.0,くず,無税,,(2.1%),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
32,8104.3,0.0,大きさをそろえた削りくず及び粒並びに粉,5.8%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
33,8104.9,0.0,その他のもの,5.8%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
34,81.05,,コバルトのマットその他コバルト製錬の中間生産物並びにコバルト及びその製品（くずを含む。）,,,,,,,,,,,,,,,,,,,,,,
35,8105.2,0.0,コバルトのマットその他コバルト製錬の中間生産物並びにコバルトの塊及び粉,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
36,8105.3,0.0,くず,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
37,8105.9,0.0,その他のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
38,81.06,,,,,,,,,,,,,,,,,,,,,,,,
39,8106.0,0.0,ビスマス及びその製品（くずを含む。）,4.1%,,3%,1.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
40,81.07,,カドミウム及びその製品（くずを含む。）,,,,,,,,,,,,,,,,,,,,,,
41,8107.2,0.0,カドミウムの塊及び粉,4.1%,,3%,1.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
42,8107.3,0.0,くず,4.1%,,3%,1.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
43,8107.9,0.0,その他のもの,5.2%,,3%,1.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
44,81.08,,チタン及びその製品（くずを含む。）,,,,,,,,,,,,,,,,,,,,,,
45,8108.2,,チタンの塊及び粉,,,3%,,,,,,,,,,,,,,,,,,,
46,,10.0,1 チタン・ニオブ合金,無税,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
47,,90.0,2 その他のもの,4.1%,,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
48,8108.3,,くず,,,3%,,,,,,,,,,,,,,,,,,,
49,,10.0,1 チタン・ニオブ合金,無税,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
50,,90.0,2 その他のもの,4.1%,,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
51,8108.9,,その他のもの,,,3%,,,,,,,,,,,,,,,,,,,
52,,10.0,1 チタン・ニオブ合金のもの,無税,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
53,,90.0,2 その他のもの,5.2%,,,1.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
54,81.09,,ジルコニウム及びその製品（くずを含む。）,,,,,,,,,,,,,,,,,,,,,,
55,8109.2,0.0,ジルコニウムの塊及び粉,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
56,8109.3,0.0,くず,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
57,8109.9,0.0,その他のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
58,81.1,,アンチモン及びその製品（くずを含む。）,,,,,,,,,,,,,,,,,,,,,,
59,8110.1,0.0,アンチモンの塊及び粉,無税,,(8.80円/㎏),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
60,8110.2,0.0,くず,22.40円/㎏,,8.80円/㎏,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
61,8110.9,0.0,その他のもの,22.40円/㎏,,8.80円/㎏,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
62,81.11,,,,,,,,,,,,,,,,,,,,,,,,
63,8111.0,0.0,マンガン及びその製品（くずを含む。）,4.4%,,3%,1.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
64,81.12,,ベリリウム、クロム、ゲルマニウム、バナジウム、ガリウム、ハフニウム、インジウム、ニオブ、レニウム及びタリウム（くずを含む。）並びにこれらの製品（くずを含む。）,,,,,,,,,,,,,,,,,,,,,,
65,,,ベリリウム,,,,,,,,,,,,,,,,,,,,,,
66,8112.12,0.0,塊及び粉,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
67,8112.13,0.0,くず,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
68,8112.19,0.0,その他のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
69,,,クロム,,,,,,,,,,,,,,,,,,,,,,
70,8112.21,0.0,塊及び粉,4.1%,,3%,1.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
71,8112.22,0.0,くず,4.1%,,3%,1.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
72,8112.29,0.0,その他のもの,5.2%,,3%,1.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
73,,,タリウム,,,,,,,,,,,,,,,,,,,,,,
74,8112.51,0.0,塊及び粉,4.1%,,3%,1.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
75,8112.52,0.0,くず,4.1%,,3%,1.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
76,8112.59,0.0,その他のもの,5.2%,,3%,1.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
77,,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
78,8112.92,,塊、くず及び粉,,,,,,,,,,,,,,,,,,,,,,
79,,100.0,1 インジウムのもの,3%,,2.5%,1.5%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
80,,200.0,2 バナジウムのもの,5.2%,,3%,1.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
81,,,3 その他のもの,無税,,,,,,,,,,,,,,,,,,,,,
82,,910.0,－ ゲルマニウムのもの,,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
83,,990.0,－ その他のもの,,,(3%),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
84,8112.99,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
85,,100.0,1 ニオブ・チタン合金のもの,無税,,(3%),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
