,統計番号Statistical code,統計番号Statistical code,品名Description,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),単位Unit,単位Unit
150,85.16,,電気式の瞬間湯沸器、貯蔵式湯沸器、浸せき式液体加熱器、暖房機器及び土壌加熱器、電熱式の調髪用機器（例えば、ヘアドライヤー、ヘアカーラー及びカール用こて）及び手用ドライヤー、電気アイロンその他の家庭において使用する種類の電熱機器並びに電熱用抵抗体（第85.45項のものを除く。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
151,8516.1,0.0,電気式の瞬間湯沸器、貯蔵式湯沸器及び浸せき式液体加熱器,無税,,(無税),,,,,,,,,,,,,,NO,KG
152,,,電気式の暖房機器及び土壌加熱器,,,,,,,,,,,,,,,,,,
153,8516.21,0.0,蓄熱式ラジエーター,無税,,(無税),,,,,,,,,,,,,,NO,KG
154,8516.29,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,NO,KG
155,,,電熱式の調髪用機器及び手用ドライヤー,,,,,,,,,,,,,,,,,,
156,8516.31,0.0,ヘアドライヤー,無税,,(無税),,,,,,,,,,,,,,NO,KG
157,8516.32,0.0,その他の調髪用機器,無税,,(無税),,,,,,,,,,,,,,NO,KG
158,8516.33,0.0,手用ドライヤー,無税,,(無税),,,,,,,,,,,,,,NO,KG
159,8516.4,0.0,電気アイロン,無税,,(無税),,,,,,,,,,,,,,NO,KG
160,8516.5,,マイクロ波オーブン,無税,,(無税),,,,,,,,,,,,,,,
161,,10.0,－ マイクロ波以外の方法による加熱機能を有しないもの,,,,,,,,,,,,,,,,,NO,KG
162,,90.0,－ その他のもの,,,,,,,,,,,,,,,,,NO,KG
163,8516.6,0.0,その他のオーブン並びにクッカー、加熱調理板、煮沸リング、グリル及びロースター,無税,,(無税),,,,,,,,,,,,,,NO,KG
164,,,その他の電熱機器,,,,,,,,,,,,,,,,,,
165,8516.71,0.0,コーヒーメーカー及びティーメーカー,無税,,(無税),,,,,,,,,,,,,,NO,KG
166,8516.72,0.0,トースター,無税,,(無税),,,,,,,,,,,,,,NO,KG
167,8516.79,,その他のもの,無税,,(無税),,,,,,,,,,,,,,,
168,,10.0,－ 電気がま,,,,,,,,,,,,,,,,,NO,KG
169,,90.0,－ その他のもの,,,,,,,,,,,,,,,,,NO,KG
170,8516.8,0.0,電熱用抵抗体,無税,,(無税),,,,,,,,,,,,,,NO,KG
171,8516.9,0.0,部分品,無税,,(無税),,,,,,,,,,,,,,,KG
172,85.17,,電話機（携帯回線網用その他の無線回線網用の電話を含む。）及びその他の機器（音声、画像その他のデータを送受信するものに限るものとし、有線又は無線回線網（例えば、ローカルエリアネットワーク（LAN）又はワイドエリアネットワーク（WAN））用の通信機器を含む。 ）（第84.43項、第85.25項、第85.27項及び第85.28項の送受信機器を除く。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
173,,,電話機（携帯回線網用その他の無線回線網用の電話を含む。）,,,,,,,,,,,,,,,,,,
174,8517.11,0.0,コードレス送受話器付きの有線電話機,無税,,(無税),,,,,,,,,,,,,,,NO
175,8517.12,0.0,携帯回線網用その他の無線回線網用の電話,無税,,(無税),,,,,,,,,,,,,,,NO
176,8517.18,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,,NO
177,,,その他の機器（音声、画像その他のデータを送受信するものに限るものとし、有線又は無線回線網（例えば、ローカルエリアネットワーク（LAN）又はワイドエリアネットワーク（WAN））用の通信機器を含む。）,,,,,,,,,,,,,,,,,,
178,8517.61,0.0,基地局,無税,,(無税),,,,,,,,,,,,,,,NO
179,8517.62,0.0,音声、画像その他のデータを受信、変換、送信又は再生するための機械（スイッチング機器及びルーティング機器を含む。）,無税,,(無税),,,,,,,,,,,,,,,NO
180,8517.69,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,,NO
181,8517.7,0.0,部分品,無税,,(無税),,,,,,,,,,,,,,,KG
182,85.18,,マイクロホン及びそのスタンド、拡声器（エンクロージャーに取り付けてあるかないかを問わない。）、へッドホン及びイヤホン（マイクロホンを取り付けてあるかないかを問わない。）、マイクロホンと拡声器を組み合わせたもの、可聴周波増幅器並びに電気式音響増幅装置,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
183,8518.1,0.0,マイクロホン及びそのスタンド,無税,,(無税),,,,,,,,,,,,,,NO,KG
184,,,拡声器（エンクロージャーに取り付けてあるかないかを問わない。）,,,,,,,,,,,,,,,,,,
185,8518.21,0.0,単一型拡声器（エンクロージャーに取り付けたものに限る。）,無税,,(無税),,,,,,,,,,,,,,NO,KG
186,8518.22,0.0,複数型拡声器（同一のエンクロージャーに取り付けたものに限る。）,無税,,(無税),,,,,,,,,,,,,,NO,KG
187,8518.29,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,NO,KG
188,8518.3,0.0,ヘッドホン及びイヤホン（マイクロホンを取り付けてあるかないかを問わない。）並びにマイクロホンと拡声器を組み合わせたもの,無税,,(無税),,,,,,,,,,,,,,NO,KG
189,8518.4,0.0,可聴周波増幅器,無税,,(無税),,,,,,,,,,,,,,NO,KG
190,8518.5,0.0,電気式音響増幅装置,無税,,(無税),,,,,,,,,,,,,,NO,KG
191,8518.9,0.0,部分品,無税,,(無税),,,,,,,,,,,,,,,KG
192,85.19,,音声の記録用又は再生用の機器,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
193,8519.2,0.0,硬貨、銀行券、バンクカード、トークンその他の支払手段により作動する機器,無税,,(無税),,,,,,,,,,,,,,NO,KG
194,8519.3,0.0,レコードデッキ,無税,,(無税),,,,,,,,,,,,,,NO,KG
195,8519.5,0.0,留守番電話装置,無税,,(無税),,,,,,,,,,,,,,NO,KG
196,,,その他の機器,,,,,,,,,,,,,,,,,,
197,8519.81,0.0,磁気媒体、光学媒体又は半導体媒体を使用するもの,無税,,(無税),,,,,,,,,,,,,,NO,KG
198,8519.89,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,NO,KG
199,85.21,,ビデオの記録用又は再生用の機器（ビデオチューナーを自蔵するかしないかを問わない。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
200,8521.1,0.0,磁気テープ式のもの,無税,,(無税),,,,,,,,,,,,,,NO,KG
201,8521.9,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,NO,KG
202,85.22,,部分品及び附属品（第85.19項から第85.21項までの機器に専ら又は主として使用するものに限る。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
203,8522.1,0.0,ピックアップカートリッジ,無税,,(無税),,,,,,,,,,,,,,,KG
204,8522.9,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,,KG
205,85.23,,ディスク、テープ、不揮発性半導体記憶装置、スマートカードその他の媒体（記録してあるかないかを問わず、ディスク製造用の原盤及びマスターを含むものとし、第37類の物品を除く。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
206,,,磁気媒体,,,,,,,,,,,,,,,,,,
207,8523.21,0.0,カード（磁気ストライプを有するもの）,無税,,(無税),,,,,,,,,,,,,,NO,KG
208,8523.29,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,NO,KG
209,8523.4,0.0,光学媒体,無税,,(無税),,,,,,,,,,,,,,NO,KG
210,,,半導体媒体,,,,,,,,,,,,,,,,,,
211,8523.51,0.0,不揮発性半導体記憶装置,無税,,(無税),,,,,,,,,,,,,,NO,KG
212,8523.52,,スマートカード,無税,,(無税),,,,,,,,,,,,,,,
213,,10.0,－ プロキシミティカード及びプロキシミティタグ,,,,,,,,,,,,,,,,,,NO
214,,90.0,－ その他のもの,,,,,,,,,,,,,,,,,NO,KG
215,8523.59,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,NO,KG
216,8523.8,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,NO,KG
217,85.25,,ラジオ放送用又はテレビジョン用の送信機器（受信機器、録音装置又は音声再生装置を自蔵するかしないかを問わない。）、テレビジョンカメラ、デジタルカメラ及びビデオカメラレコーダー,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
218,8525.5,0.0,送信機器,無税,,(無税),,,,,,,,,,,,,,NO,KG
219,8525.6,0.0,送信機器（受信機器を自蔵するものに限る。）,無税,,(無税),,,,,,,,,,,,,,NO,KG
220,8525.8,0.0,テレビジョンカメラ、デジタルカメラ及びビデオカメラレコーダー,無税,,(無税),,,,,,,,,,,,,,NO,KG
221,85.26,,レーダー、航行用無線機器及び無線遠隔制御機器,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
222,8526.1,,レーダー,無税,,,,,,,,,,,,,,,,,
223,,10.0,－ 船舶用のもの,,,(無税),,,,,,,,,,,,,,NO,KG
224,,20.0,－ 航空機用のもの（機上用又は地上用のものであるかないかを問わない。）,,,(無税),,,,,,,,,,,,,,NO,KG
225,,90.0,－ その他のもの,,,(無税),,,,,,,,,,,,,,NO,KG
226,,,その他のもの,,,,,,,,,,,,,,,,,,
227,8526.91,,航行用無線機器,無税,,,,,,,,,,,,,,,,,
228,,10.0,－ 航空機用のもの（機上用又は地上用のものであるかないかを問わない。）,,,(無税),,,,,,,,,,,,,,NO,KG
229,,90.0,－ その他のもの,,,(無税),,,,,,,,,,,,,,NO,KG
230,8526.92,0.0,無線遠隔制御機器,無税,,(無税),,,,,,,,,,,,,,NO,KG
231,85.27,,ラジオ放送用の受信機器（同一のハウジングにおいて音声の記録用若しくは再生用の機器又は時計と結合してあるかないかを問わない。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
232,,,ラジオ放送用受信機（外部電源によらずに作動するものに限る。）,,,,,,,,,,,,,,,,,,
233,8527.12,0.0,ポケットサイズのカセットプレーヤー（ラジオを自蔵するものに限る。）,無税,,(無税),,,,,,,,,,,,,,,NO
234,8527.13,0.0,その他の機器（音声の記録用又は再生用の機器と結合してあるものに限る。）,無税,,(無税),,,,,,,,,,,,,,,NO
235,8527.19,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,NO,KG
236,,,自動車に使用する種類のラジオ放送用受信機（外部電源によらなければ作動しないものに限る。）,,,,,,,,,,,,,,,,,,
237,8527.21,0.0,音声の記録用又は再生用の機器と結合してあるもの,無税,,(無税),,,,,,,,,,,,,,NO,KG
238,8527.29,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,NO,KG
239,,,その他のもの,,,,,,,,,,,,,,,,,,
240,8527.91,0.0,音声の記録用又は再生用の機器と結合してあるもの,無税,,(無税),,,,,,,,,,,,,,NO,KG
241,8527.92,0.0,時計と結合してあるもの（音声の記録用又は再生用の機器と結合してあるものを除く。）,無税,,(無税),,,,,,,,,,,,,,NO,KG
242,8527.99,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,NO,KG
243,85.28,,モニター及びプロジェクター（テレビジョン受像機器を有しないものに限る。）並びにテレビジョン受像機器（ラジオ放送用受信機又は音声若しくはビデオの記録用若しくは再生用の装置を自蔵するかしないかを問わない。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
244,,,陰極線管モニター,,,,,,,,,,,,,,,,,,
245,8528.41,0.0,第84.71項の自動データ処理システムに専ら又は主として使用する種類のもの,無税,,(無税),,,,,,,,,,,,,,,NO
246,8528.49,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,,NO
247,,,その他のモニター,,,,,,,,,,,,,,,,,,
248,8528.51,0.0,第84.71項の自動データ処理システムに専ら又は主として使用する種類のもの,無税,,(無税),,,,,,,,,,,,,,,NO
249,8528.59,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,,NO
250,,,プロジェクター,,,,,,,,,,,,,,,,,,
251,8528.61,0.0,第84.71項の自動データ処理システムに専ら又は主として使用する種類のもの,無税,,(無税),,,,,,,,,,,,,,,NO
252,8528.69,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,,NO
253,,,テレビジョン受像機器（ラジオ放送用受信機又は音声若しくはビデオの記録用若しくは再生用の装置を自蔵するかしないかを問わない。）,,,,,,,,,,,,,,,,,,
254,8528.71,0.0,ビデオディスプレイ又はスクリーンを自蔵するよう設計されていないもの,無税,,(無税),,,,,,,,,,,,,,,NO
255,8528.72,,その他のもの（カラーのものに限る。）,無税,,(無税),,,,,,,,,,,,,,,
256,,10.0,－ 液晶式のもの,,,,,,,,,,,,,,,,,,NO
257,,20.0,－ プラズマ式のもの,,,,,,,,,,,,,,,,,,NO
258,,90.0,－ その他のもの,,,,,,,,,,,,,,,,,,NO
259,8528.73,0.0,その他のもの（白黒その他のモノクロームのものに限る。）,無税,,(無税),,,,,,,,,,,,,,,NO
260,85.29,,第85.25項から第85.28項までの機器に専ら又は主として使用する部分品,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
261,8529.1,0.0,アンテナ及びアンテナ反射器並びにこれらに使用する部分品,無税,,(無税),,,,,,,,,,,,,,,KG
262,8529.9,,その他のもの,無税,,(無税),,,,,,,,,,,,,,,
263,,,－ ディスプレイモジュール,,,,,,,,,,,,,,,,,,
264,,,－－ 液晶式のもの,,,,,,,,,,,,,,,,,,
265,,111.0,－－－ 画面対角が59センチメートル未満のもの,,,,,,,,,,,,,,,,,NO,KG
266,,112.0,－－－ 画面対角が59センチメートル以上76センチメートル未満のもの,,,,,,,,,,,,,,,,,NO,KG
267,,113.0,－－－ 画面対角が76センチメートル以上のもの,,,,,,,,,,,,,,,,,NO,KG
268,,120.0,－－ プラズマ式のもの,,,,,,,,,,,,,,,,,NO,KG
269,,190.0,－－ その他のもの,,,,,,,,,,,,,,,,,NO,KG
270,,900.0,－ その他のもの,,,,,,,,,,,,,,,,,NO,KG
271,85.3,,鉄道、軌道、道路、内陸水路、駐車施設、港湾設備又は空港の信号用、安全用又は交通管制用の電気機器（第86.08項のものを除く。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
272,8530.1,0.0,鉄道用又は軌道用の機器,無税,,(無税),,,,,,,,,,,,,,NO,KG
273,8530.8,0.0,その他の機器,無税,,(無税),,,,,,,,,,,,,,NO,KG
274,8530.9,0.0,部分品,無税,,(無税),,,,,,,,,,,,,,,KG
275,85.31,,電気式の音響信号用又は可視信号用の機器（例えば、ベル、サイレン、表示盤、盗難警報器及び火災警報器。第85.12項又は第85.30項のものを除く。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
276,8531.1,0.0,盗難警報器、火災警報器その他これらに類する機器,無税,,(無税),,,,,,,,,,,,,,NO,KG
277,8531.2,0.0,表示盤（液晶デバイス又は発光ダイオードを自蔵するものに限る。）,無税,,(無税),,,,,,,,,,,,,,NO,KG
278,8531.8,0.0,その他の機器,無税,,(無税),,,,,,,,,,,,,,NO,KG
279,8531.9,0.0,部分品,無税,,(無税),,,,,,,,,,,,,,,KG
280,85.32,,固定式、可変式又は半固定式のコンデンサー,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
281,8532.1,0.0,固定式コンデンサー（50又は60ヘルツ回路用に設計したもので、無効電力が0.5キロバール以上のものに限る（電力用コンデンサー）。）,無税,,(無税),,,,,,,,,,,,,,NO,KG
282,,,その他の固定式コンデンサー,,,,,,,,,,,,,,,,,,
283,8532.21,0.0,タンタルコンデンサー,無税,,(無税),,,,,,,,,,,,,,TH,KG
284,8532.22,0.0,アルミニウム電解コンデンサー,無税,,(無税),,,,,,,,,,,,,,TH,KG
285,8532.23,0.0,セラミックコンデンサー（単層のものに限る。）,無税,,(無税),,,,,,,,,,,,,,TH,KG
286,8532.24,0.0,セラミックコンデンサー（多層のものに限る。）,無税,,(無税),,,,,,,,,,,,,,TH,KG
287,8532.25,0.0,紙コンデンサー及びプラスチックコンデンサー,無税,,(無税),,,,,,,,,,,,,,TH,KG
288,8532.29,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,TH,KG
289,8532.3,0.0,可変式又は半固定式のコンデンサー,無税,,(無税),,,,,,,,,,,,,,TH,KG
290,8532.9,0.0,部分品,無税,,(無税),,,,,,,,,,,,,,,KG
291,85.33,,電気抵抗器（可変抵抗器及びポテンショメーターを含むものとし、電熱用抵抗体を除く。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
292,8533.1,0.0,固定式炭素抵抗器（被膜抵抗器を含む。）,無税,,(無税),,,,,,,,,,,,,,TH,KG
293,,,その他の固定式抵抗器,,,,,,,,,,,,,,,,,,
294,8533.21,0.0,容量が20ワット以下のもの,無税,,(無税),,,,,,,,,,,,,,TH,KG
295,8533.29,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,TH,KG
296,,,巻線形可変抵抗器（ポテンショメーターを含む。）,,,,,,,,,,,,,,,,,,
297,8533.31,0.0,容量が20ワット以下のもの,無税,,(無税),,,,,,,,,,,,,,TH,KG
298,8533.39,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,TH,KG
299,8533.4,0.0,その他の可変抵抗器（ポテンショメーターを含む。）,無税,,(無税),,,,,,,,,,,,,,TH,KG
300,8533.9,0.0,部分品,無税,,(無税),,,,,,,,,,,,,,,KG
301,85.34,,,,,,,,,,,,,,,,,,,,
302,8534.0,0.0,印刷回路,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
303,85.35,,"電気回路の開閉用、保護用又は接続用の機器（例えば、スイッチ、ヒューズ、避雷器、電圧リミッター、サージ抑制器、プラグその他の接続子及び接続箱。使用電圧が1,000ボルトを超えるものに限る。）",,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
304,8535.1,0.0,ヒューズ,無税,,(無税),,,,,,,,,,,,,,NO,KG
305,,,自動遮断器,,,,,,,,,,,,,,,,,,
306,8535.21,0.0,使用電圧が72.5キロボルト未満のもの,無税,,(無税),,,,,,,,,,,,,,NO,KG
307,8535.29,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,NO,KG
308,8535.3,0.0,断路機及び開閉スイッチ,無税,,(無税),,,,,,,,,,,,,,NO,KG
309,8535.4,0.0,避雷器、電圧リミッター及びサージ抑制器,無税,,(無税),,,,,,,,,,,,,,NO,KG
310,8535.9,0.0,その他のもの,無税,,(無税),,,,,,,,,,,,,,NO,KG
311,85.36,,"電気回路の開閉用、保護用又は接続用の機器（例えば、スイッチ、継電器、ヒューズ、サージ抑制器、プラグ、ソケット、ランプホルダーその他の接続子及び接続箱。使用電圧が1,000ボルト以下のものに限る。）並びに光ファイバー（束にしたものを含む。）用又は光ファイバーケーブル用の接続子",,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
312,8536.1,0.0,ヒューズ,無税,,(無税),,,,,,,,,,,,,,NO,KG
