,Unnamed: 0,統計番号Statistical code,統計番号Statistical code.1,品名Description,関税率Tariff rate,関税率Tariff rate.1,関税率Tariff rate.2,関税率Tariff rate.3,関税率Tariff rate.4,関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA).1,関税率（経済連携協定）Tariff rate (EPA).2,関税率（経済連携協定）Tariff rate (EPA).3,関税率（経済連携協定）Tariff rate (EPA).4,関税率（経済連携協定）Tariff rate (EPA).5,関税率（経済連携協定）Tariff rate (EPA).6,関税率（経済連携協定）Tariff rate (EPA).7,関税率（経済連携協定）Tariff rate (EPA).8,関税率（経済連携協定）Tariff rate (EPA).9,関税率（経済連携協定）Tariff rate (EPA).10,関税率（経済連携協定）Tariff rate (EPA).11,関税率（経済連携協定）Tariff rate (EPA).12,関税率（経済連携協定）Tariff rate (EPA).13,関税率（経済連携協定）Tariff rate (EPA).14,関税率（経済連携協定）Tariff rate (EPA).15,関税率（経済連携協定）Tariff rate (EPA).16,関税率（経済連携協定）Tariff rate (EPA).17,関税率（経済連携協定）Tariff rate (EPA).18,関税率（経済連携協定）Tariff rate (EPA).19,関税率（経済連携協定）Tariff rate (EPA).20,関税率Tariff rate.5,単位Unit,単位Unit.1,他法令Law,関税率（経済連携協定）Tariff rate (EPA).21,関税率（経済連携協定）Tariff rate (EPA).22,関税率（経済連携協定）Tariff rate (EPA).23
24104,454.0,,290.0,－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,5.1%,無税,,SM,KG,,,,
7591,455.0,4418.79,0.0,その他のもの,3.9%,,2%,1.2%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.8%,,,,,KG,CR,,,
23074,455.0,4418.79,0.0,その他のもの,3.9%,,2%,1.2%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.9%,,,,,KG,CR,,,
8623,456.0,,910.0,－ 3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3%又は2.4%＋0.83円/㎡のうちいずれか高い税率,無税,,SM,KG,,,,
24106,456.0,,910.0,－ 3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.4%又は2.6%＋0.92円/㎡のうちいずれか高い税率,無税,,SM,KG,,,,
19131,457.0,,110.0,(1)しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの,27%,,23%,,無税,1.4%,無税,無税,1.4%,1.4%,2.9%,2.9%,5%,無税,4.3%,4.3%,7.2%,7.2%,6.3%,14.4%,7.6%,7.7%,7.7%,21.6%,21.6%,21.6%,,L,KG,FD,,,
3648,457.0,,110.0,(1)しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの,27%,,23%,,無税,無税,無税,無税,無税,無税,1.4%,1.4%,5%,無税,2.9%,2.9%,5.8%,5.8%,4.2%,12.9%,3.8%,3.8%,3.8%,20.1%,20.1%,20.1%,,L,KG,FD,,,
734,457.0,,129.0,－－ その他のもの,,,,,,,無税,,,,,,4%,,,,,,無税,,無税,無税,無税,3.5%,3.5%,3.5%,,,KG,ILTKFRIAFD,,,
16217,457.0,,129.0,－－ その他のもの,,,,,,,無税,,,,,,4%,,,,,,無税,,無税,無税,無税,3.8%,3.8%,3.8%,,,KG,ILTKFRIAFD,,,
8624,457.0,,990.0,－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3%又は2.4%＋0.83円/㎡のうちいずれか高い税率,無税,,SM,KG,,,,
24107,457.0,,990.0,－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.4%又は2.6%＋0.92円/㎡のうちいずれか高い税率,無税,,SM,KG,,,,
7594,458.0,,100.0,－ 竹製のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,無税,無税,無税,無税,1.4%,無税,1.5%,1.5%,3.4%,,,,CM,KG,CR,,,
23077,458.0,,100.0,－ 竹製のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,無税,無税,無税,無税,1.8%,無税,2%,2%,3.7%,,,,CM,KG,CR,,,
735,458.0,,130.0,－ がざみ,,,,,,,無税,,,無税,,,4%,無税,,無税,無税,無税,無税,1.5%,無税,無税,無税,3.5%,3.5%,,,,KG,ILTKFRIAFD,,,
16218,458.0,,130.0,－ がざみ,,,,,,,無税,,,無税,,,4%,無税,,無税,無税,無税,無税,1.8%,無税,無税,無税,3.8%,3.8%,,,,KG,ILTKFRIAFD,,,
19132,458.0,,190.0,(2)その他のもの,35%又は27円/kgのうちいずれか高い税率,,29.8%又は23円/kgのうちいずれか高い税率,,無税,1.9%又は1.44円/kgのうちいずれか高い税率,無税,無税,1.9%又は1.44円/kgのうちいずれか高い税率,1.9%又は1.44円/kgのうちいずれか高い税率,3.7%又は2.88円/kgのうちいずれか高い税率,3.7%又は2.88円/kgのうちいずれか高い税率,9.3%又は7.19円/kgのうちいずれか高い税率（ただしその税率が50%を上回る場合は50%とする）,3.7%又は2.88円/kgのうちいずれか高い税率,5.6%又は4.31円/kgのうちいずれか高い税率,5.6%又は4.31円/kgのうちいずれか高い税率,9.3%又は7.19円/kgのうちいずれか高い税率,9.3%又は7.19円/kgのうちいずれか高い税率,8.1%又は6.27円/kgのうちいずれか高い税率,18.6%又は14.38円/kgのうちいずれか高い税率,9.9%又は7.67円/kgのうちいずれか高い税率,9.9%又は7.67円/kgのうちいずれか高い税率,9.9%又は7.67円/kgのうちいずれか高い税率,27.9%又は21.56円/kgのうちいずれか高い税率,27.9%又は21.56円/kgのうちいずれか高い税率,27.9%又は21.56円/kgのうちいずれか高い税率,,L,KG,FD,,,
3649,458.0,,190.0,(2)その他のもの,35%又は27円/kgのうちいずれか高い税率,,29.8%又は23円/kgのうちいずれか高い税率,,無税,無税,無税,無税,無税,無税,1.9%又は1.44円/kgのうちいずれか高い税率,1.9%又は1.44円/kgのうちいずれか高い税率,9.3%又は7.19円/kgのうちいずれか高い税率（ただしその税率が50%を上回る場合は50%とする）,1.9%又は1.44円/kgのうちいずれか高い税率,3.7%又は2.88円/kgのうちいずれか高い税率,3.7%又は2.88円/kgのうちいずれか高い税率,7.5%又は5.75円/kgのうちいずれか高い税率,7.5%又は5.75円/kgのうちいずれか高い税率,5.4%又は4.18円/kgのうちいずれか高い税率,16.8%又は12.94円/kgのうちいずれか高い税率,4.9%又は3.83円/kgのうちいずれか高い税率,5%又は3.83円/kgのうちいずれか高い税率,5%又は3.83円/kgのうちいずれか高い税率,26.1%又は20.13円/kgのうちいずれか高い税率,26.1%又は20.13円/kgのうちいずれか高い税率,26.1%又は20.13円/kgのうちいずれか高い税率,,L,KG,FD,,,
9719,458.0,,99.0,(2)その他のもの,4.8%,,4%,3.2%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.3%,無税,,SM,KG,,,,
25202,458.0,,99.0,(2)その他のもの,4.8%,,4%,3.2%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.6%,無税,,SM,KG,,,,
736,459.0,,140.0,－ けがに,,,,,,,無税,,,,,,4%,無税,,,無税,無税,無税,1.5%,2.1%,2.2%,2.2%,3.5%,3.5%,3.5%,,,KG,ILTKFRIAFD,,,
16219,459.0,,140.0,－ けがに,,,,,,,無税,,,,,,4%,無税,,,無税,無税,無税,1.8%,2.5%,2.5%,2.5%,3.8%,3.8%,3.8%,,,KG,ILTKFRIAFD,,,
8627,460.0,,10.0,1 経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のもの,11.2%,,7.4%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,6.1%,無税,,SM,KG,,,,
24110,460.0,,10.0,1 経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のもの,11.2%,,7.4%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,6.7%,無税,,SM,KG,,,,
737,460.0,,150.0,－ もくずがに,,,,,,,無税,,,,,,4%,無税,,,無税,無税,無税,1.5%,無税,無税,無税,3.5%,3.5%,,,,KG,ILTKFRIAFD,,,
16220,460.0,,150.0,－ もくずがに,,,,,,,無税,,,,,,4%,無税,,,無税,無税,無税,1.8%,無税,無税,無税,3.8%,3.8%,,,,KG,ILTKFRIAFD,,,
19134,460.0,,210.0,(1)しよ糖の含有量が全重量の10％以下のもの,22.5%,,19.1%,,無税,1.2%,無税,無税,1.2%,無税,2.4%,2.4%,6%,無税,3.6%,3.6%,6%,無税,5.2%,8.7%,6.3%,6.4%,6.4%,17.9%,17.9%,17.9%,6.3%,L,KG,FD,,,
3651,460.0,,210.0,(1)しよ糖の含有量が全重量の10％以下のもの,22.5%,,19.1%,,無税,無税,無税,無税,無税,無税,1.2%,1.2%,6%,無税,2.4%,2.4%,4.8%,無税,3.5%,6.9%,3.1%,3.2%,3.2%,16.7%,16.7%,16.7%,3.1%,L,KG,FD,,,
7596,460.0,,910.0,－－ くい及びはり,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.5%,1.5%,3.4%,,,,CM,KG,CR,,,
23079,460.0,,910.0,－－ くい及びはり,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2%,2%,3.7%,,,,CM,KG,CR,,,
738,461.0,,190.0,－ その他のもの,,,,,,,無税,,,,,,4%,無税,,無税,無税,無税,無税,1.5%,無税,無税,無税,3.5%,3.5%,,,,KG,ILTKFRIAFD,,,
16221,461.0,,190.0,－ その他のもの,,,,,,,無税,,,,,,4%,無税,,無税,無税,無税,無税,1.8%,無税,無税,無税,3.8%,3.8%,,,,KG,ILTKFRIAFD,,,
8628,461.0,,20.0,2 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの（経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のものを除く。）,8.4%,,5.6%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,4.6%,無税,,SM,KG,,,,
24111,461.0,,20.0,2 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの（経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のものを除く。）,8.4%,,5.6%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,5.1%,無税,,SM,KG,,,,
19135,461.0,,290.0,(2)その他のもの,30%,,25.5%,,無税,1.6%,無税,無税,1.6%,1.6%,3.2%,3.2%,3.2%,無税,4.8%,4.8%,8%,無税,無税,11.6%,8.5%,8.5%,8.5%,23.9%,23.9%,23.9%,8.5%,L,KG,FD,,,
3652,461.0,,290.0,(2)その他のもの,30%,,25.5%,,無税,無税,無税,無税,無税,無税,1.6%,1.6%,1.6%,無税,3.2%,3.2%,6.4%,無税,無税,9.3%,4.2%,4.3%,4.3%,22.3%,22.3%,22.3%,4.2%,L,KG,FD,,,
8629,462.0,,30.0,3 その他のもの,5.6%又は4.4%＋1.52円/㎡のうちいずれか高い税率,,3.7%又は2.9%＋1.01円/㎡のうちいずれか高い税率,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3%又は2.4%＋0.83円/㎡のうちいずれか高い税率,無税,,SM,KG,,,,
24112,462.0,,30.0,3 その他のもの,5.6%又は4.4%＋1.52円/㎡のうちいずれか高い税率,,3.7%又は2.9%＋1.01円/㎡のうちいずれか高い税率,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.4%又は2.6%＋0.92円/㎡のうちいずれか高い税率,無税,,SM,KG,,,,
7598,462.0,,991.0,－－－ 横断面における短辺が15センチメートル以上のもので、横断面の面積が300平方センチメートル以上のもの並びに横断面が長方形（正方形を含む。）でないもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,無税,無税,無税,無税,1.4%,無税,1.5%,1.5%,3.4%,,,,CM,KG,CR,,,
23081,462.0,,991.0,－－－ 横断面における短辺が15センチメートル以上のもので、横断面の面積が300平方センチメートル以上のもの並びに横断面が長方形（正方形を含む。）でないもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,無税,無税,無税,無税,1.8%,無税,2%,2%,3.7%,,,,CM,KG,CR,,,
7599,463.0,,992.0,－－－ 横断面における短辺が7.5センチメートル以上で、長辺が15センチメートル以上のもの（この号の991に掲げるものを除く。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,無税,無税,無税,無税,1.4%,無税,1.5%,1.5%,3.4%,,,,CM,KG,CR,,,
23082,463.0,,992.0,－－－ 横断面における短辺が7.5センチメートル以上で、長辺が15センチメートル以上のもの（この号の991に掲げるものを除く。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,無税,無税,無税,無税,1.8%,無税,2%,2%,3.7%,,,,CM,KG,CR,,,
8631,464.0,,10.0,1 経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のもの,11.2%,,7.4%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,6.1%,無税,,SM,KG,,,,
24114,464.0,,10.0,1 経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のもの,11.2%,,7.4%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,6.7%,無税,,SM,KG,,,,
7600,464.0,,999.0,－－－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,無税,無税,無税,無税,1.4%,無税,1.5%,1.5%,3.4%,,,,CM,KG,CR,,,
23083,464.0,,999.0,－－－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,,無税,無税,無税,無税,1.8%,無税,2%,2%,3.7%,,,,CM,KG,CR,,,
19139,465.0,,111.0,A しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの,27%,,23%,,無税,1.4%,無税,無税,1.4%,1.4%,2.9%,2.9%,5%,無税,4.3%,4.3%,7.2%,7.2%,6.3%,10.5%,7.6%,7.7%,7.7%,21.6%,21.6%,,7.6%,L,KG,FD,,,
3656,465.0,,111.0,A しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの,27%,,23%,,無税,無税,無税,無税,無税,無税,1.4%,1.4%,5%,無税,2.9%,2.9%,5.8%,5.8%,4.2%,8.4%,3.8%,3.8%,3.8%,20.1%,20.1%,,3.8%,L,KG,FD,,,
8632,465.0,,20.0,2 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの（経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のものを除く。）,8.4%,,5.6%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,4.6%,無税,,SM,KG,,,,
24115,465.0,,20.0,2 合成繊維若しくはアセテート繊維又はこれらの繊維を合わせたものの重量が全重量の10％を超えるもの（経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のものを除く。）,8.4%,,5.6%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,5.1%,無税,,SM,KG,,,,
19140,466.0,,119.0,B その他のもの,35%又は27円/kgのうちいずれか高い税率,,29.8%又は23円/kgのうちいずれか高い税率,,無税,1.9%又は1.44円/kgのうちいずれか高い税率,無税,無税,1.9%又は1.44円/kgのうちいずれか高い税率,1.9%又は1.44円/kgのうちいずれか高い税率,3.7%又は2.88円/kgのうちいずれか高い税率,3.7%又は2.88円/kgのうちいずれか高い税率,9.3%又は7.19円/kgのうちいずれか高い税率（ただしその税率が50%を上回る場合は50%とする）,3.7%又は2.88円/kgのうちいずれか高い税率,5.6%又は4.31円/kgのうちいずれか高い税率,5.6%又は4.31円/kgのうちいずれか高い税率,9.3%又は7.19円/kgのうちいずれか高い税率,9.3%又は7.19円/kgのうちいずれか高い税率,8.1%又は6.27円/kgのうちいずれか高い税率,13.5%又は10.45円/kgのうちいずれか高い税率,9.9%又は7.67円/kgのうちいずれか高い税率,9.9%又は7.67円/kgのうちいずれか高い税率,9.9%又は7.67円/kgのうちいずれか高い税率,27.9%又は21.56円/kgのうちいずれか高い税率,27.9%又は21.56円/kgのうちいずれか高い税率,,9.9%又は7.67円/kgのうちいずれか高い税率,L,KG,FD,,,
3657,466.0,,119.0,B その他のもの,35%又は27円/kgのうちいずれか高い税率,,29.8%又は23円/kgのうちいずれか高い税率,,無税,無税,無税,無税,無税,無税,1.9%又は1.44円/kgのうちいずれか高い税率,1.9%又は1.44円/kgのうちいずれか高い税率,9.3%又は7.19円/kgのうちいずれか高い税率（ただしその税率が50%を上回る場合は50%とする）,1.9%又は1.44円/kgのうちいずれか高い税率,3.7%又は2.88円/kgのうちいずれか高い税率,3.7%又は2.88円/kgのうちいずれか高い税率,7.5%又は5.75円/kgのうちいずれか高い税率,7.5%又は5.75円/kgのうちいずれか高い税率,5.4%又は4.18円/kgのうちいずれか高い税率,10.8%又は8.36円/kgのうちいずれか高い税率,4.9%又は3.83円/kgのうちいずれか高い税率,5%又は3.83円/kgのうちいずれか高い税率,5%又は3.83円/kgのうちいずれか高い税率,26.1%又は20.13円/kgのうちいずれか高い税率,26.1%又は20.13円/kgのうちいずれか高い税率,,4.9%又は3.83円/kgのうちいずれか高い税率,L,KG,FD,,,
8633,466.0,,30.0,3 その他のもの,5.6%又は4.4%＋1.52円/㎡のうちいずれか高い税率,,3.7%又は2.9%＋1.01円/㎡のうちいずれか高い税率,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3%又は2.4%＋0.83円/㎡のうちいずれか高い税率,無税,,SM,KG,,,,
24116,466.0,,30.0,3 その他のもの,5.6%又は4.4%＋1.52円/㎡のうちいずれか高い税率,,3.7%又は2.9%＋1.01円/㎡のうちいずれか高い税率,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.4%又は2.6%＋0.92円/㎡のうちいずれか高い税率,無税,,SM,KG,,,,
14420,467.0,8544.11,0.0,銅のもの,5.8%,,4.8%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.7%,無税,無税,無税,無税,3.9%,3.9%,,,KG,,,,
29905,467.0,8544.11,0.0,銅のもの,5.8%,,4.8%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.2%,無税,無税,無税,無税,4.4%,4.4%,,,KG,,,,
7603,467.0,,110.0,－ 長さが900ミリメートル以上で、幅が300ミリメートル以上のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税～1.7% ◆3,1.5%,1.5%,3.4%,,,,CM,KG,CR,,,
23086,467.0,,110.0,－ 長さが900ミリメートル以上で、幅が300ミリメートル以上のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税～2.1% ◆3,2%,2%,3.7%,,,,CM,KG,CR,,,
14421,468.0,8544.19,0.0,その他のもの,5.8%,,4.8%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.7%,無税,無税,無税,無税,3.9%,3.9%,,,KG,,,,
29906,468.0,8544.19,0.0,その他のもの,5.8%,,4.8%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.2%,無税,無税,無税,無税,4.4%,4.4%,,,KG,,,,
8635,468.0,,10.0,1 経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のもの,11.2%,,7.4%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,6.1%,無税,,SM,KG,,,,
24118,468.0,,10.0,1 経緯糸のうちいずれか一方が亜麻、ラミー、合成繊維又はアセテート繊維のもの,11.2%,,7.4%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,6.7%,無税,,SM,KG,,,,
7604,468.0,,190.0,－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.5%,1.5%,3.4%,,,,CM,KG,CR,,,
